C:\Download\IMG\center_2022_06_09_14_05_08_901.jpg,C:\Download\IMG\left_2022_06_09_14_05_08_901.jpg,C:\Download\IMG\right_2022_06_09_14_05_08_901.jpg,0,0,0,4.954277E-05
C:\Download\IMG\center_2022_06_09_14_05_09_004.jpg,C:\Download\IMG\left_2022_06_09_14_05_09_004.jpg,C:\Download\IMG\right_2022_06_09_14_05_09_004.jpg,0,0,0,5.696346E-05
C:\Download\IMG\center_2022_06_09_14_05_09_099.jpg,C:\Download\IMG\left_2022_06_09_14_05_09_099.jpg,C:\Download\IMG\right_2022_06_09_14_05_09_099.jpg,0,0,0,7.169164E-05
C:\Download\IMG\center_2022_06_09_14_05_09_195.jpg,C:\Download\IMG\left_2022_06_09_14_05_09_195.jpg,C:\Download\IMG\right_2022_06_09_14_05_09_195.jpg,0,0.1406379,0,0.04316756
C:\Download\IMG\center_2022_06_09_14_05_09_295.jpg,C:\Download\IMG\left_2022_06_09_14_05_09_295.jpg,C:\Download\IMG\right_2022_06_09_14_05_09_295.jpg,0,0.411102,0,0.4768985
C:\Download\IMG\center_2022_06_09_14_05_09_388.jpg,C:\Download\IMG\left_2022_06_09_14_05_09_388.jpg,C:\Download\IMG\right_2022_06_09_14_05_09_388.jpg,0,0.7020159,0,1.20448
C:\Download\IMG\center_2022_06_09_14_05_09_485.jpg,C:\Download\IMG\left_2022_06_09_14_05_09_485.jpg,C:\Download\IMG\right_2022_06_09_14_05_09_485.jpg,0,0.9942468,0,2.25465
C:\Download\IMG\center_2022_06_09_14_05_09_570.jpg,C:\Download\IMG\left_2022_06_09_14_05_09_570.jpg,C:\Download\IMG\right_2022_06_09_14_05_09_570.jpg,0,1,0,3.170389
C:\Download\IMG\center_2022_06_09_14_05_09_682.jpg,C:\Download\IMG\left_2022_06_09_14_05_09_682.jpg,C:\Download\IMG\right_2022_06_09_14_05_09_682.jpg,0,1,0,4.574712
C:\Download\IMG\center_2022_06_09_14_05_09_786.jpg,C:\Download\IMG\left_2022_06_09_14_05_09_786.jpg,C:\Download\IMG\right_2022_06_09_14_05_09_786.jpg,0,1,0,5.734818
C:\Download\IMG\center_2022_06_09_14_05_09_886.jpg,C:\Download\IMG\left_2022_06_09_14_05_09_886.jpg,C:\Download\IMG\right_2022_06_09_14_05_09_886.jpg,0,1,0,6.883647
C:\Download\IMG\center_2022_06_09_14_05_09_982.jpg,C:\Download\IMG\left_2022_06_09_14_05_09_982.jpg,C:\Download\IMG\right_2022_06_09_14_05_09_982.jpg,0,1,0,8.021461
C:\Download\IMG\center_2022_06_09_14_05_10_068.jpg,C:\Download\IMG\left_2022_06_09_14_05_10_068.jpg,C:\Download\IMG\right_2022_06_09_14_05_10_068.jpg,0,1,0,8.92364
C:\Download\IMG\center_2022_06_09_14_05_10_164.jpg,C:\Download\IMG\left_2022_06_09_14_05_10_164.jpg,C:\Download\IMG\right_2022_06_09_14_05_10_164.jpg,0,1,0,10.04171
C:\Download\IMG\center_2022_06_09_14_05_10_251.jpg,C:\Download\IMG\left_2022_06_09_14_05_10_251.jpg,C:\Download\IMG\right_2022_06_09_14_05_10_251.jpg,0,1,0,10.92805
C:\Download\IMG\center_2022_06_09_14_05_10_351.jpg,C:\Download\IMG\left_2022_06_09_14_05_10_351.jpg,C:\Download\IMG\right_2022_06_09_14_05_10_351.jpg,0,1,0,12.15629
C:\Download\IMG\center_2022_06_09_14_05_10_445.jpg,C:\Download\IMG\left_2022_06_09_14_05_10_445.jpg,C:\Download\IMG\right_2022_06_09_14_05_10_445.jpg,0,1,0,13.14275
C:\Download\IMG\center_2022_06_09_14_05_10_549.jpg,C:\Download\IMG\left_2022_06_09_14_05_10_549.jpg,C:\Download\IMG\right_2022_06_09_14_05_10_549.jpg,0,1,0,13.88198
C:\Download\IMG\center_2022_06_09_14_05_10_635.jpg,C:\Download\IMG\left_2022_06_09_14_05_10_635.jpg,C:\Download\IMG\right_2022_06_09_14_05_10_635.jpg,0,1,0,15.17212
C:\Download\IMG\center_2022_06_09_14_05_10_734.jpg,C:\Download\IMG\left_2022_06_09_14_05_10_734.jpg,C:\Download\IMG\right_2022_06_09_14_05_10_734.jpg,0,1,0,15.94781
C:\Download\IMG\center_2022_06_09_14_05_10_833.jpg,C:\Download\IMG\left_2022_06_09_14_05_10_833.jpg,C:\Download\IMG\right_2022_06_09_14_05_10_833.jpg,0,1,0,17.25213
C:\Download\IMG\center_2022_06_09_14_05_10_932.jpg,C:\Download\IMG\left_2022_06_09_14_05_10_932.jpg,C:\Download\IMG\right_2022_06_09_14_05_10_932.jpg,0,1,0,18.09486
C:\Download\IMG\center_2022_06_09_14_05_11_029.jpg,C:\Download\IMG\left_2022_06_09_14_05_11_029.jpg,C:\Download\IMG\right_2022_06_09_14_05_11_029.jpg,0,1,0,19.28526
C:\Download\IMG\center_2022_06_09_14_05_11_125.jpg,C:\Download\IMG\left_2022_06_09_14_05_11_125.jpg,C:\Download\IMG\right_2022_06_09_14_05_11_125.jpg,0,1,0,20.18009
C:\Download\IMG\center_2022_06_09_14_05_11_224.jpg,C:\Download\IMG\left_2022_06_09_14_05_11_224.jpg,C:\Download\IMG\right_2022_06_09_14_05_11_224.jpg,0,1,0,21.2754
C:\Download\IMG\center_2022_06_09_14_05_11_329.jpg,C:\Download\IMG\left_2022_06_09_14_05_11_329.jpg,C:\Download\IMG\right_2022_06_09_14_05_11_329.jpg,0,1,0,22.21686
C:\Download\IMG\center_2022_06_09_14_05_11_440.jpg,C:\Download\IMG\left_2022_06_09_14_05_11_440.jpg,C:\Download\IMG\right_2022_06_09_14_05_11_440.jpg,0,1,0,23.41125
C:\Download\IMG\center_2022_06_09_14_05_11_527.jpg,C:\Download\IMG\left_2022_06_09_14_05_11_527.jpg,C:\Download\IMG\right_2022_06_09_14_05_11_527.jpg,0,1,0,24.19439
C:\Download\IMG\center_2022_06_09_14_05_11_635.jpg,C:\Download\IMG\left_2022_06_09_14_05_11_635.jpg,C:\Download\IMG\right_2022_06_09_14_05_11_635.jpg,0,1,0,25.16136
C:\Download\IMG\center_2022_06_09_14_05_11_736.jpg,C:\Download\IMG\left_2022_06_09_14_05_11_736.jpg,C:\Download\IMG\right_2022_06_09_14_05_11_736.jpg,0,1,0,26.11651
C:\Download\IMG\center_2022_06_09_14_05_11_825.jpg,C:\Download\IMG\left_2022_06_09_14_05_11_825.jpg,C:\Download\IMG\right_2022_06_09_14_05_11_825.jpg,0,1,0,27.06203
C:\Download\IMG\center_2022_06_09_14_05_11_915.jpg,C:\Download\IMG\left_2022_06_09_14_05_11_915.jpg,C:\Download\IMG\right_2022_06_09_14_05_11_915.jpg,0,1,0,27.81172
C:\Download\IMG\center_2022_06_09_14_05_12_016.jpg,C:\Download\IMG\left_2022_06_09_14_05_12_016.jpg,C:\Download\IMG\right_2022_06_09_14_05_12_016.jpg,0,1,0,28.74031
C:\Download\IMG\center_2022_06_09_14_05_12_112.jpg,C:\Download\IMG\left_2022_06_09_14_05_12_112.jpg,C:\Download\IMG\right_2022_06_09_14_05_12_112.jpg,0,1,0,29.65952
C:\Download\IMG\center_2022_06_09_14_05_12_204.jpg,C:\Download\IMG\left_2022_06_09_14_05_12_204.jpg,C:\Download\IMG\right_2022_06_09_14_05_12_204.jpg,0,1,0,30.1897
C:\Download\IMG\center_2022_06_09_14_05_12_303.jpg,C:\Download\IMG\left_2022_06_09_14_05_12_303.jpg,C:\Download\IMG\right_2022_06_09_14_05_12_303.jpg,0,1,0,30.19027
C:\Download\IMG\center_2022_06_09_14_05_12_397.jpg,C:\Download\IMG\left_2022_06_09_14_05_12_397.jpg,C:\Download\IMG\right_2022_06_09_14_05_12_397.jpg,0,1,0,30.1902
C:\Download\IMG\center_2022_06_09_14_05_12_486.jpg,C:\Download\IMG\left_2022_06_09_14_05_12_486.jpg,C:\Download\IMG\right_2022_06_09_14_05_12_486.jpg,0,1,0,30.19037
C:\Download\IMG\center_2022_06_09_14_05_12_577.jpg,C:\Download\IMG\left_2022_06_09_14_05_12_577.jpg,C:\Download\IMG\right_2022_06_09_14_05_12_577.jpg,0,1,0,30.19034
C:\Download\IMG\center_2022_06_09_14_05_12_661.jpg,C:\Download\IMG\left_2022_06_09_14_05_12_661.jpg,C:\Download\IMG\right_2022_06_09_14_05_12_661.jpg,0,1,0,30.19022
C:\Download\IMG\center_2022_06_09_14_05_12_753.jpg,C:\Download\IMG\left_2022_06_09_14_05_12_753.jpg,C:\Download\IMG\right_2022_06_09_14_05_12_753.jpg,0,1,0,30.19029
C:\Download\IMG\center_2022_06_09_14_05_12_845.jpg,C:\Download\IMG\left_2022_06_09_14_05_12_845.jpg,C:\Download\IMG\right_2022_06_09_14_05_12_845.jpg,0,1,0,30.19032
C:\Download\IMG\center_2022_06_09_14_05_12_945.jpg,C:\Download\IMG\left_2022_06_09_14_05_12_945.jpg,C:\Download\IMG\right_2022_06_09_14_05_12_945.jpg,0,0.6988636,0,30.1201
C:\Download\IMG\center_2022_06_09_14_05_13_033.jpg,C:\Download\IMG\left_2022_06_09_14_05_13_033.jpg,C:\Download\IMG\right_2022_06_09_14_05_13_033.jpg,0,0.4352794,0,30.03298
C:\Download\IMG\center_2022_06_09_14_05_13_128.jpg,C:\Download\IMG\left_2022_06_09_14_05_13_128.jpg,C:\Download\IMG\right_2022_06_09_14_05_13_128.jpg,0.25,0.1482286,0,29.94581
C:\Download\IMG\center_2022_06_09_14_05_13_222.jpg,C:\Download\IMG\left_2022_06_09_14_05_13_222.jpg,C:\Download\IMG\right_2022_06_09_14_05_13_222.jpg,0.5000001,0.4285648,0,29.49138
C:\Download\IMG\center_2022_06_09_14_05_13_301.jpg,C:\Download\IMG\left_2022_06_09_14_05_13_301.jpg,C:\Download\IMG\right_2022_06_09_14_05_13_301.jpg,0.7,0.6675652,0,29.32178
C:\Download\IMG\center_2022_06_09_14_05_13_378.jpg,C:\Download\IMG\left_2022_06_09_14_05_13_378.jpg,C:\Download\IMG\right_2022_06_09_14_05_13_378.jpg,0,0.8996407,0,28.20415
C:\Download\IMG\center_2022_06_09_14_05_13_471.jpg,C:\Download\IMG\left_2022_06_09_14_05_13_471.jpg,C:\Download\IMG\right_2022_06_09_14_05_13_471.jpg,0,1,0,27.81647
C:\Download\IMG\center_2022_06_09_14_05_13_559.jpg,C:\Download\IMG\left_2022_06_09_14_05_13_559.jpg,C:\Download\IMG\right_2022_06_09_14_05_13_559.jpg,0.2,1,0,27.77219
C:\Download\IMG\center_2022_06_09_14_05_13_653.jpg,C:\Download\IMG\left_2022_06_09_14_05_13_653.jpg,C:\Download\IMG\right_2022_06_09_14_05_13_653.jpg,0.45,1,0,27.24595
C:\Download\IMG\center_2022_06_09_14_05_13_752.jpg,C:\Download\IMG\left_2022_06_09_14_05_13_752.jpg,C:\Download\IMG\right_2022_06_09_14_05_13_752.jpg,0,1,0,27.10672
C:\Download\IMG\center_2022_06_09_14_05_13_848.jpg,C:\Download\IMG\left_2022_06_09_14_05_13_848.jpg,C:\Download\IMG\right_2022_06_09_14_05_13_848.jpg,0,1,0,28.20047
C:\Download\IMG\center_2022_06_09_14_05_13_934.jpg,C:\Download\IMG\left_2022_06_09_14_05_13_934.jpg,C:\Download\IMG\right_2022_06_09_14_05_13_934.jpg,0,1,0,28.19019
C:\Download\IMG\center_2022_06_09_14_05_14_024.jpg,C:\Download\IMG\left_2022_06_09_14_05_14_024.jpg,C:\Download\IMG\right_2022_06_09_14_05_14_024.jpg,0.25,1,0,28.74467
C:\Download\IMG\center_2022_06_09_14_05_14_096.jpg,C:\Download\IMG\left_2022_06_09_14_05_14_096.jpg,C:\Download\IMG\right_2022_06_09_14_05_14_096.jpg,0.4,1,0,28.95133
C:\Download\IMG\center_2022_06_09_14_05_14_172.jpg,C:\Download\IMG\left_2022_06_09_14_05_14_172.jpg,C:\Download\IMG\right_2022_06_09_14_05_14_172.jpg,0,1,0,29.22107
C:\Download\IMG\center_2022_06_09_14_05_14_261.jpg,C:\Download\IMG\left_2022_06_09_14_05_14_261.jpg,C:\Download\IMG\right_2022_06_09_14_05_14_261.jpg,0,1,0,29.49178
C:\Download\IMG\center_2022_06_09_14_05_14_343.jpg,C:\Download\IMG\left_2022_06_09_14_05_14_343.jpg,C:\Download\IMG\right_2022_06_09_14_05_14_343.jpg,0,1,0,29.82485
C:\Download\IMG\center_2022_06_09_14_05_14_441.jpg,C:\Download\IMG\left_2022_06_09_14_05_14_441.jpg,C:\Download\IMG\right_2022_06_09_14_05_14_441.jpg,-0.25,1,0,30.10149
C:\Download\IMG\center_2022_06_09_14_05_14_535.jpg,C:\Download\IMG\left_2022_06_09_14_05_14_535.jpg,C:\Download\IMG\right_2022_06_09_14_05_14_535.jpg,0,1,0,29.64003
